OrderID,Date,Region,Product,Quantity,Price,Category
80,2024-03-20,West,Watch,7.0,5000.0,Fashion
81,2024-03-21,East,Shoes,8.0,3000.0,Fashion
82,2024-03-22,West,Mobile,3.0,,Electronics
83,2024-03-23,south,Watch,2.0,5000.0,Fashion
84,2024-03-24,West,Jacket,1.0,4000.0,Fashion
85,2024-03-25,south,Shoes,6.0,3000.0,Fashion
86,2024-03-26,south,Mobile,0.0,20000.0,Electronics
87,2024-03-27,south,Jacket,5.0,4000.0,Fashion
88,2024-03-28,East,Mobile,8.0,20000.0,Electronics
89,2024-03-29,West,Jacket,7.0,4000.0,Fashion
90,2024-03-30,north,Watch,6.0,5000.0,Fashion
91,2024-03-31,East,Mobile,7.0,20000.0,Electronics
92,2024-04-01,south,Watch,1.0,5000.0,Fashion
93,2024-04-02,north,Jacket,4.0,4000.0,Fashion
94,2024-04-03,East,Watch,0.0,5000.0,Fashion
95,2024-04-04,south,Shoes,2.0,3000.0,Fashion
96,2024-04-05,East,Laptop,1.0,55000.0,Electronics
97,2024-04-06,north,Shoes,8.0,3000.0,Fashion
98,2024-04-07,north,Jacket,1.0,4000.0,Fashion
99,2024-04-08,West,Laptop,4.0,55000.0,Electronics
100,2024-04-09,East,Watch,,5000.0,Fashion
101,2024-04-10,West,Shoes,5.0,3000.0,Fashion
102,2024-04-11,West,Watch,4.0,5000.0,Fashion
103,2024-04-12,East,Tablet,4.0,30000.0,Electronics
104,2024-04-13,south,Tablet,7.0,30000.0,Electronics
105,2024-04-14,north,Tablet,3.0,30000.0,Electronics
106,2024-04-15,south,Mobile,0.0,20000.0,Electronics
107,2024-04-16,,Mobile,5.0,20000.0,Electronics
108,2024-04-17,south,Shoes,5.0,3000.0,Fashion
109,2024-04-18,north,Tablet,8.0,30000.0,Electronics
110,2024-04-19,East,Tablet,3.0,30000.0,Electronics
111,2024-04-20,East,Shoes,0.0,3000.0,Fashion
112,2024-04-21,north,Shoes,,3000.0,Fashion
113,2024-04-22,north,Shoes,5.0,,Fashion
114,2024-04-23,south,Watch,0.0,5000.0,Fashion
115,2024-04-24,West,Shoes,9.0,3000.0,Fashion
116,2024-04-25,East,Mobile,1.0,20000.0,Electronics
117,2024-04-26,East,Watch,6.0,5000.0,Fashion
118,2024-04-27,,Mobile,2.0,20000.0,Electronics
119,2024-04-28,south,Watch,1.0,5000.0,Fashion
120,2024-04-29,north,Mobile,3.0,20000.0,Electronics
121,2024-04-30,north,Shoes,6.0,,Fashion
122,2024-05-01,East,Jacket,1.0,4000.0,Fashion
123,2024-05-02,north,Tablet,8.0,30000.0,Electronics
124,2024-05-03,East,Laptop,7.0,55000.0,Electronics
125,2024-05-04,south,Jacket,0.0,4000.0,Fashion
126,2024-05-05,East,Shoes,9.0,3000.0,Fashion
127,2024-05-06,south,Shoes,8.0,3000.0,Fashion
128,2024-05-07,West,Laptop,6.0,55000.0,Electronics
129,2024-05-08,north,Laptop,1.0,55000.0,Electronics
130,2024-05-09,West,Shoes,2.0,3000.0,Fashion
131,2024-05-10,north,Watch,7.0,5000.0,Fashion
132,2024-05-11,south,Watch,7.0,0.0,Fashion
133,2024-05-12,north,Shoes,1.0,3000.0,Fashion
134,2024-05-13,East,Tablet,4.0,-1000.0,Electronics
135,2024-05-14,East,Mobile,5.0,20000.0,Electronics
136,2024-05-15,East,Laptop,7.0,55000.0,Electronics
137,2024-05-16,south,Laptop,8.0,55000.0,Electronics
138,2024-05-17,south,Watch,6.0,5000.0,Fashion
139,2024-05-18,East,Laptop,2.0,55000.0,Electronics
140,2024-05-19,East,Mobile,5.0,20000.0,Electronics
141,2024-05-20,north,Shoes,1.0,3000.0,Fashion
142,2024-05-21,East,Watch,4.0,5000.0,Fashion
143,2024-05-22,south,Mobile,8.0,20000.0,Electronics
144,2024-05-23,East,Watch,4.0,5000.0,Fashion
145,2024-05-24,West,Watch,2.0,5000.0,Fashion
146,2024-05-25,East,Laptop,3.0,55000.0,Electronics
147,2024-05-26,West,Mobile,3.0,20000.0,Electronics
148,2024-05-27,north,Laptop,1.0,55000.0,Electronics
149,2024-05-28,East,Jacket,3.0,4000.0,Fashion
150,2024-05-29,south,Shoes,2.0,3000.0,Fashion
151,2024-05-30,north,Mobile,9.0,0.0,Electronics
152,2024-05-31,south,Mobile,6.0,20000.0,Electronics
153,2024-06-01,East,Jacket,6.0,4000.0,Fashion
154,2024-06-02,south,Jacket,5.0,,Fashion
155,2024-06-03,,Jacket,1.0,4000.0,Fashion
156,2024-06-04,north,Mobile,9.0,0.0,Electronics
157,2024-06-05,north,Tablet,3.0,30000.0,Electronics
158,2024-06-06,West,Shoes,5.0,3000.0,Fashion
159,2024-06-07,East,Laptop,2.0,55000.0,Electronics
160,2024-06-08,south,Watch,9.0,5000.0,Fashion
161,2024-06-09,East,Shoes,1.0,3000.0,Fashion
162,2024-06-10,West,Laptop,3.0,55000.0,Electronics
163,2024-06-11,south,Tablet,4.0,30000.0,Electronics
164,2024-06-12,north,Mobile,4.0,20000.0,Electronics
165,2024-06-13,south,Jacket,6.0,4000.0,Fashion
166,2024-06-14,West,Watch,2.0,5000.0,Fashion
167,2024-06-15,East,Tablet,2.0,30000.0,Electronics
168,2024-06-16,south,Tablet,6.0,30000.0,Electronics
169,2024-06-17,north,Tablet,3.0,0.0,Electronics
170,2024-06-18,south,Mobile,0.0,20000.0,Electronics
171,2024-06-19,West,Tablet,,30000.0,Electronics
172,2024-06-20,West,Watch,4.0,5000.0,Fashion
173,2024-06-21,south,Laptop,,55000.0,Electronics
174,2024-06-22,north,Tablet,9.0,30000.0,Electronics
175,2024-06-23,south,Jacket,9.0,4000.0,Fashion
176,2024-06-24,West,Mobile,2.0,20000.0,Electronics
177,2024-06-25,south,Watch,5.0,,Fashion
178,2024-06-26,East,Mobile,2.0,20000.0,Electronics
179,2024-06-27,north,Mobile,8.0,20000.0,Electronics
180,2024-06-28,West,Tablet,5.0,30000.0,Electronics
181,2024-06-29,West,Shoes,4.0,3000.0,Fashion
182,2024-06-30,West,Shoes,5.0,3000.0,Fashion
183,2024-07-01,south,Laptop,9.0,55000.0,Electronics
184,2024-07-02,West,Mobile,3.0,20000.0,Electronics
185,2024-07-03,East,Jacket,5.0,4000.0,Fashion
186,2024-07-04,East,Watch,2.0,5000.0,Fashion
187,2024-07-05,East,Tablet,8.0,30000.0,Electronics
188,2024-07-06,north,Mobile,3.0,-1000.0,Electronics
189,2024-07-07,East,Laptop,5.0,55000.0,Electronics
190,2024-07-08,West,Mobile,9.0,20000.0,Electronics
191,2024-07-09,West,Tablet,4.0,30000.0,Electronics
192,2024-07-10,East,Watch,6.0,5000.0,Fashion
193,2024-07-11,north,Watch,3.0,5000.0,Fashion
194,2024-07-12,,Jacket,1.0,4000.0,Fashion
195,2024-07-13,West,Tablet,2.0,30000.0,Electronics
196,2024-07-14,East,Jacket,1.0,4000.0,Fashion
197,2024-07-15,north,Tablet,6.0,30000.0,Electronics
198,2024-07-16,north,Tablet,9.0,30000.0,Electronics
199,2024-07-17,south,Jacket,8.0,4000.0,Fashion
200,2024-07-18,East,Tablet,6.0,30000.0,Electronics
201,2024-07-19,East,Jacket,2.0,4000.0,Fashion
202,2024-07-20,East,Mobile,6.0,20000.0,Electronics
203,2024-07-21,north,Tablet,1.0,0.0,Electronics
204,2024-07-22,north,Mobile,4.0,20000.0,Electronics
205,2024-07-23,south,Shoes,,3000.0,Fashion
206,2024-07-24,East,Watch,3.0,5000.0,Fashion
207,2024-07-25,north,Tablet,9.0,30000.0,Electronics
208,2024-07-26,south,Jacket,4.0,4000.0,Fashion
209,2024-07-27,,Jacket,1.0,4000.0,Fashion
210,2024-07-28,south,Watch,8.0,5000.0,Fashion
211,2024-07-29,West,Watch,,5000.0,Fashion
212,2024-07-30,West,Mobile,2.0,20000.0,Electronics
213,2024-07-31,East,Laptop,1.0,55000.0,Electronics
214,2024-08-01,West,Watch,2.0,5000.0,Fashion
215,2024-08-02,West,Laptop,6.0,55000.0,Electronics
216,2024-08-03,,Jacket,0.0,4000.0,Fashion
217,2024-08-04,East,Watch,6.0,5000.0,Fashion
218,2024-08-05,south,Mobile,6.0,20000.0,Electronics
219,2024-08-06,north,Laptop,4.0,55000.0,Electronics
220,2024-08-07,north,Shoes,4.0,3000.0,Fashion
221,2024-08-08,West,Laptop,6.0,55000.0,Electronics
222,2024-08-09,East,Tablet,9.0,30000.0,Electronics
223,2024-08-10,East,Laptop,3.0,55000.0,Electronics
224,2024-08-11,East,Tablet,1.0,30000.0,Electronics
225,2024-08-12,north,Jacket,5.0,4000.0,Fashion
226,2024-08-13,East,Shoes,2.0,3000.0,Fashion
227,2024-08-14,south,Jacket,4.0,,Fashion
228,2024-08-15,West,Jacket,8.0,4000.0,Fashion
229,2024-08-16,north,Watch,8.0,5000.0,Fashion
230,2024-08-17,north,Watch,4.0,5000.0,Fashion
231,2024-08-18,East,Watch,9.0,5000.0,Fashion
232,2024-08-19,,Jacket,4.0,4000.0,Fashion
233,2024-08-20,West,Laptop,0.0,55000.0,Electronics
234,2024-08-21,south,Laptop,3.0,55000.0,Electronics
235,2024-08-22,south,Jacket,3.0,4000.0,Fashion
236,2024-08-23,West,Shoes,5.0,3000.0,Fashion
237,2024-08-24,south,Shoes,6.0,3000.0,Fashion
238,2024-08-25,East,Laptop,1.0,55000.0,Electronics
239,2024-08-26,north,Jacket,4.0,4000.0,Fashion
240,2024-08-27,West,Watch,2.0,5000.0,Fashion
241,2024-08-28,East,Jacket,0.0,4000.0,Fashion
242,2024-08-29,East,Watch,6.0,5000.0,Fashion
243,2024-08-30,West,Jacket,4.0,4000.0,Fashion
244,2024-08-31,south,Jacket,6.0,4000.0,Fashion
245,2024-09-01,north,Tablet,8.0,30000.0,Electronics
246,2024-09-02,north,Watch,3.0,5000.0,Fashion
247,2024-09-03,south,Laptop,3.0,55000.0,Electronics
248,2024-09-04,south,Laptop,7.0,55000.0,Electronics
249,2024-09-05,,Mobile,8.0,20000.0,Electronics
250,2024-09-06,north,Laptop,0.0,55000.0,Electronics
251,2024-09-07,West,Watch,9.0,5000.0,Fashion
252,2024-09-08,south,Shoes,3.0,3000.0,Fashion
253,2024-09-09,north,Mobile,4.0,20000.0,Electronics
254,2024-09-10,south,Jacket,6.0,4000.0,Fashion
255,2024-09-11,East,Watch,9.0,5000.0,Fashion
256,2024-09-12,north,Watch,2.0,5000.0,Fashion
257,2024-09-13,West,Watch,3.0,5000.0,Fashion
258,2024-09-14,south,Shoes,1.0,3000.0,Fashion
259,2024-09-15,north,Jacket,1.0,4000.0,Fashion
260,2024-09-16,East,Shoes,8.0,3000.0,Fashion
261,2024-09-17,north,Mobile,8.0,20000.0,Electronics
262,2024-09-18,north,Watch,1.0,5000.0,Fashion
263,2024-09-19,East,Shoes,0.0,3000.0,Fashion
264,2024-09-20,south,Jacket,3.0,4000.0,Fashion
265,2024-09-21,north,Tablet,9.0,30000.0,Electronics
266,2024-09-22,north,Tablet,9.0,30000.0,Electronics
267,2024-09-23,north,Shoes,9.0,3000.0,Fashion
268,2024-09-24,south,Mobile,2.0,20000.0,Electronics
269,2024-09-25,West,Tablet,1.0,30000.0,Electronics
270,2024-09-26,West,Jacket,,4000.0,Fashion
271,2024-09-27,north,Mobile,3.0,20000.0,Electronics
272,2024-09-28,south,Mobile,9.0,20000.0,Electronics
273,2024-09-29,East,Shoes,2.0,3000.0,Fashion
274,2024-09-30,East,Tablet,3.0,30000.0,Electronics
275,2024-10-01,East,Tablet,3.0,30000.0,Electronics
276,2024-10-02,south,Laptop,8.0,55000.0,Electronics
277,2024-10-03,south,Watch,9.0,5000.0,Fashion
278,2024-10-04,south,Tablet,1.0,30000.0,Electronics
279,2024-10-05,north,Tablet,8.0,30000.0,Electronics
280,2024-10-06,West,Laptop,8.0,55000.0,Electronics
281,2024-10-07,East,Shoes,6.0,3000.0,Fashion
282,2024-10-08,south,Mobile,,20000.0,Electronics
283,2024-10-09,south,Mobile,2.0,20000.0,Electronics
284,2024-10-10,south,Watch,2.0,5000.0,Fashion
285,2024-10-11,East,Mobile,4.0,20000.0,Electronics
286,2024-10-12,East,Mobile,1.0,20000.0,Electronics
287,2024-10-13,south,Laptop,9.0,55000.0,Electronics
288,2024-10-14,East,Mobile,6.0,20000.0,Electronics
289,2024-10-15,East,Jacket,9.0,4000.0,Fashion
290,2024-10-16,East,Watch,3.0,-1000.0,Fashion
291,2024-10-17,north,Shoes,5.0,3000.0,Fashion
292,2024-10-18,south,Mobile,7.0,20000.0,Electronics
293,2024-10-19,West,Tablet,6.0,-1000.0,Electronics
294,2024-10-20,south,Shoes,6.0,3000.0,Fashion
295,2024-10-21,East,Watch,3.0,5000.0,Fashion
296,2024-10-22,West,Shoes,4.0,3000.0,Fashion
297,2024-10-23,East,Watch,3.0,5000.0,Fashion
298,2024-10-24,,Jacket,7.0,4000.0,Fashion
299,2024-10-25,East,Mobile,2.0,20000.0,Electronics
300,2024-10-26,West,Jacket,6.0,4000.0,Fashion
301,2024-10-27,East,Mobile,1.0,20000.0,Electronics
302,2024-10-28,West,Mobile,2.0,20000.0,Electronics
303,2024-10-29,West,Jacket,8.0,4000.0,Fashion
304,2024-10-30,West,Mobile,2.0,-1000.0,Electronics
305,2024-10-31,south,Watch,6.0,,Fashion
306,2024-11-01,East,Mobile,9.0,20000.0,Electronics
307,2024-11-02,West,Jacket,9.0,4000.0,Fashion
308,2024-11-03,south,Shoes,7.0,3000.0,Fashion
309,2024-11-04,south,Watch,6.0,5000.0,Fashion
310,2024-11-05,south,Mobile,4.0,20000.0,Electronics
311,2024-11-06,East,Shoes,7.0,3000.0,Fashion
312,2024-11-07,north,Mobile,2.0,20000.0,Electronics
313,2024-11-08,north,Watch,0.0,5000.0,Fashion
314,2024-11-09,north,Laptop,2.0,55000.0,Electronics
315,2024-11-10,south,Jacket,9.0,4000.0,Fashion
316,2024-11-11,,Mobile,5.0,20000.0,Electronics
317,2024-11-12,north,Jacket,1.0,4000.0,Fashion
318,2024-11-13,West,Shoes,8.0,3000.0,Fashion
319,2024-11-14,West,Tablet,2.0,30000.0,Electronics
320,2024-11-15,East,Tablet,3.0,0.0,Electronics
321,2024-11-16,East,Watch,5.0,5000.0,Fashion
322,2024-11-17,south,Tablet,4.0,0.0,Electronics
323,2024-11-18,East,Mobile,0.0,20000.0,Electronics
324,2024-11-19,south,Jacket,4.0,4000.0,Fashion
325,2024-11-20,south,Mobile,2.0,20000.0,Electronics
326,2024-11-21,,Mobile,9.0,20000.0,Electronics
327,2024-11-22,north,Jacket,2.0,4000.0,Fashion
328,2024-11-23,south,Tablet,3.0,,Electronics
329,2024-11-24,East,Shoes,8.0,3000.0,Fashion
330,2024-11-25,north,Jacket,1.0,4000.0,Fashion
331,2024-11-26,south,Jacket,0.0,,Fashion
332,2024-11-27,East,Mobile,7.0,20000.0,Electronics
333,2024-11-28,north,Laptop,0.0,55000.0,Electronics
334,2024-11-29,East,Mobile,3.0,20000.0,Electronics
335,2024-11-30,south,Laptop,4.0,,Electronics
336,2024-12-01,East,Laptop,4.0,55000.0,Electronics
337,2024-12-02,,Mobile,8.0,20000.0,Electronics
338,2024-12-03,East,Shoes,9.0,3000.0,Fashion
339,2024-12-04,West,Shoes,5.0,,Fashion
340,2024-12-05,West,Watch,,5000.0,Fashion
341,2024-12-06,north,Laptop,6.0,0.0,Electronics
342,2024-12-07,south,Tablet,1.0,30000.0,Electronics
343,2024-12-08,south,Mobile,5.0,20000.0,Electronics
344,2024-12-09,south,Jacket,4.0,0.0,Fashion
345,2024-12-10,East,Laptop,7.0,55000.0,Electronics
346,2024-12-11,,Jacket,1.0,4000.0,Fashion
347,2024-12-12,north,Laptop,3.0,55000.0,Electronics
348,2024-12-13,south,Jacket,3.0,4000.0,Fashion
349,2024-12-14,East,Shoes,6.0,,Fashion
350,2024-12-15,south,Shoes,5.0,3000.0,Fashion
351,2024-12-16,East,Mobile,0.0,20000.0,Electronics
352,2024-12-17,West,Watch,9.0,5000.0,Fashion
353,2024-12-18,East,Shoes,9.0,3000.0,Fashion
354,2024-12-19,north,Shoes,2.0,0.0,Fashion
355,2024-12-20,south,Watch,4.0,0.0,Fashion
356,2024-12-21,East,Laptop,2.0,55000.0,Electronics
357,2024-12-22,north,Tablet,1.0,30000.0,Electronics
358,2024-12-23,north,Shoes,2.0,3000.0,Fashion
359,2024-12-24,West,Jacket,0.0,4000.0,Fashion
360,2024-12-25,East,Shoes,,0.0,Fashion
361,2024-12-26,north,Watch,2.0,5000.0,Fashion
362,2024-12-27,south,Tablet,8.0,30000.0,Electronics
363,2024-12-28,north,Watch,8.0,,Fashion
364,2024-12-29,East,Jacket,4.0,4000.0,Fashion
365,2024-12-30,north,Watch,5.0,5000.0,Fashion
366,2024-12-31,East,Laptop,2.0,55000.0,Electronics
367,2025-01-01,West,Laptop,,55000.0,Electronics
368,2025-01-02,East,Tablet,5.0,30000.0,Electronics
369,2025-01-03,south,Jacket,3.0,4000.0,Fashion
370,2025-01-04,south,Shoes,7.0,3000.0,Fashion
371,2025-01-05,south,Shoes,5.0,3000.0,Fashion
372,2025-01-06,West,Jacket,4.0,4000.0,Fashion
373,2025-01-07,West,Tablet,8.0,30000.0,Electronics
374,2025-01-08,West,Laptop,3.0,55000.0,Electronics
375,2025-01-09,East,Laptop,3.0,55000.0,Electronics
376,2025-01-10,West,Watch,3.0,5000.0,Fashion
377,2025-01-11,West,Tablet,,30000.0,Electronics
378,2025-01-12,West,Watch,7.0,5000.0,Fashion
379,2025-01-13,south,Laptop,3.0,55000.0,Electronics
380,2025-01-14,West,Tablet,3.0,,Electronics
381,2025-01-15,south,Tablet,2.0,30000.0,Electronics
382,2025-01-16,north,Laptop,1.0,0.0,Electronics
383,2025-01-17,East,Watch,0.0,5000.0,Fashion
384,2025-01-18,north,Laptop,5.0,55000.0,Electronics
385,2025-01-19,East,Jacket,4.0,4000.0,Fashion
386,2025-01-20,West,Shoes,7.0,,Fashion
387,2025-01-21,south,Laptop,7.0,55000.0,Electronics
388,2025-01-22,north,Mobile,5.0,20000.0,Electronics
389,2025-01-23,south,Tablet,2.0,-1000.0,Electronics
390,2025-01-24,West,Watch,9.0,5000.0,Fashion
391,2025-01-25,south,Watch,6.0,5000.0,Fashion
392,2025-01-26,south,Laptop,1.0,55000.0,Electronics
393,2025-01-27,north,Shoes,9.0,3000.0,Fashion
394,2025-01-28,West,Tablet,5.0,30000.0,Electronics
395,2025-01-29,north,Mobile,7.0,20000.0,Electronics
396,2025-01-30,West,Jacket,3.0,4000.0,Fashion
397,2025-01-31,north,Tablet,3.0,30000.0,Electronics
398,2025-02-01,south,Jacket,6.0,4000.0,Fashion
399,2025-02-02,south,Mobile,6.0,,Electronics
400,2025-02-03,West,Laptop,2.0,55000.0,Electronics
401,2025-02-04,,Watch,0.0,,Fashion
402,2025-02-05,north,Mobile,9.0,20000.0,Electronics
403,2025-02-06,East,Shoes,9.0,3000.0,Fashion
404,2025-02-07,north,Shoes,1.0,3000.0,Fashion
405,2025-02-08,East,Jacket,6.0,4000.0,Fashion
406,2025-02-09,West,Laptop,6.0,55000.0,Electronics
407,2025-02-10,East,Watch,7.0,5000.0,Fashion
408,2025-02-11,East,Laptop,1.0,55000.0,Electronics
409,2025-02-12,East,Mobile,1.0,20000.0,Electronics
410,2025-02-13,East,Laptop,5.0,55000.0,Electronics
411,2025-02-14,south,Watch,6.0,5000.0,Fashion
412,2025-02-15,north,Watch,7.0,5000.0,Fashion
413,2025-02-16,West,Tablet,7.0,30000.0,Electronics
414,2025-02-17,north,Watch,4.0,0.0,Fashion
415,2025-02-18,East,Tablet,8.0,0.0,Electronics
416,2025-02-19,north,Watch,4.0,5000.0,Fashion
417,2025-02-20,south,Laptop,4.0,55000.0,Electronics
418,2025-02-21,West,Watch,7.0,5000.0,Fashion
419,2025-02-22,East,Watch,7.0,5000.0,Fashion
420,2025-02-23,East,Shoes,9.0,3000.0,Fashion
421,2025-02-24,East,Tablet,6.0,30000.0,Electronics
422,2025-02-25,West,Watch,8.0,5000.0,Fashion
423,2025-02-26,East,Shoes,7.0,3000.0,Fashion
424,2025-02-27,south,Tablet,0.0,30000.0,Electronics
425,2025-02-28,north,Mobile,2.0,20000.0,Electronics
426,2025-03-01,East,Jacket,0.0,4000.0,Fashion
427,2025-03-02,East,Laptop,0.0,55000.0,Electronics
428,2025-03-03,East,Shoes,2.0,3000.0,Fashion
429,2025-03-04,East,Laptop,9.0,55000.0,Electronics
430,2025-03-05,north,Tablet,5.0,30000.0,Electronics
431,2025-03-06,,Tablet,7.0,30000.0,Electronics
432,2025-03-07,East,Watch,2.0,5000.0,Fashion
433,2025-03-08,West,Jacket,3.0,4000.0,Fashion
434,2025-03-09,south,Laptop,4.0,55000.0,Electronics
435,2025-03-10,south,Watch,5.0,5000.0,Fashion
436,2025-03-11,,Shoes,6.0,3000.0,Fashion
437,2025-03-12,south,Shoes,3.0,3000.0,Fashion
438,2025-03-13,West,Jacket,9.0,4000.0,Fashion
439,2025-03-14,West,Shoes,5.0,3000.0,Fashion
440,2025-03-15,north,Jacket,1.0,4000.0,Fashion
441,2025-03-16,north,Mobile,4.0,20000.0,Electronics
442,2025-03-17,East,Shoes,2.0,3000.0,Fashion
443,2025-03-18,south,Watch,3.0,5000.0,Fashion
444,2025-03-19,West,Shoes,3.0,,Fashion
445,2025-03-20,East,Mobile,2.0,20000.0,Electronics
446,2025-03-21,south,Jacket,5.0,4000.0,Fashion
447,2025-03-22,West,Shoes,,3000.0,Fashion
448,2025-03-23,north,Watch,5.0,5000.0,Fashion
449,2025-03-24,West,Watch,,5000.0,Fashion
450,2025-03-25,East,Tablet,8.0,30000.0,Electronics
451,2025-03-26,north,Laptop,9.0,0.0,Electronics
452,2025-03-27,West,Tablet,8.0,30000.0,Electronics
453,2025-03-28,East,Laptop,7.0,55000.0,Electronics
454,2025-03-29,north,Watch,7.0,5000.0,Fashion
455,2025-03-30,north,Shoes,,3000.0,Fashion
456,2025-03-31,north,Laptop,4.0,55000.0,Electronics
457,2025-04-01,East,Jacket,2.0,4000.0,Fashion
458,2025-04-02,north,Shoes,2.0,3000.0,Fashion
459,2025-04-03,East,Watch,6.0,,Fashion
460,2025-04-04,south,Mobile,8.0,20000.0,Electronics
461,2025-04-05,East,Watch,6.0,5000.0,Fashion
462,2025-04-06,south,Tablet,4.0,0.0,Electronics
463,2025-04-07,south,Jacket,,4000.0,Fashion
464,2025-04-08,East,Jacket,5.0,4000.0,Fashion
465,2025-04-09,West,Jacket,0.0,4000.0,Fashion
466,2025-04-10,north,Tablet,7.0,30000.0,Electronics
467,2025-04-11,south,Laptop,5.0,55000.0,Electronics
468,2025-04-12,West,Laptop,0.0,55000.0,Electronics
469,2025-04-13,south,Laptop,1.0,55000.0,Electronics
470,2025-04-14,East,Shoes,5.0,0.0,Fashion
471,2025-04-15,north,Jacket,2.0,4000.0,Fashion
472,2025-04-16,north,Laptop,8.0,55000.0,Electronics
473,2025-04-17,West,Laptop,2.0,55000.0,Electronics
474,2025-04-18,south,Watch,4.0,5000.0,Fashion
